Time	Headset_on	CE_Pos	CE_Rot	LE_Pos	LE_Rot	RE_Pos	RE_Rot	LH_Pos	LH_Rot	RH_Pos	RH_Rot	Menu_Exists	Menu_Bounds	Menu_SM_Bounds	Menu_Page_Viewed	Menu_Panel_Viewed	Model_Name	Model_Centre	Model_Size	Preview_Name	Preview_Corners	
19.8845	1	(0.03, 1.71, 0.42)	(0.13751, 0.05735, -0.01195, 0.98877)	(0.00, 1.71, 0.42)	(0.13751, 0.05735, -0.01195, 0.98877)	(0.06, 1.71, 0.42)	(0.13751, 0.05735, -0.01195, 0.98877)	(0.00, 1.33, 0.45)	(0.22683, -0.24107, 0.08290, -0.93998)	(0.11, 1.28, 0.53)	(-0.22621, 0.08524, 0.26360, -0.93385)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Right Lung	(-0.66, 1.42, 2.30),(-0.66, 1.62, 2.30),(0.74, 1.62, 2.30),(0.74, 1.42, 2.30)	
19.89793	1	(0.03, 1.71, 0.42)	(0.13769, 0.05704, -0.01207, 0.98876)	(0.00, 1.71, 0.42)	(0.13769, 0.05704, -0.01207, 0.98876)	(0.06, 1.71, 0.42)	(0.13769, 0.05704, -0.01207, 0.98876)	(0.00, 1.33, 0.45)	(0.22702, -0.24168, 0.08315, -0.93975)	(0.11, 1.28, 0.53)	(-0.22697, 0.08408, 0.26355, -0.93379)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Right Lung	(-0.66, 1.42, 2.30),(-0.66, 1.62, 2.30),(0.74, 1.62, 2.30),(0.74, 1.42, 2.30)	
19.89811	1	(0.03, 1.71, 0.42)	(0.13769, 0.05704, -0.01207, 0.98876)	(0.00, 1.71, 0.42)	(0.13769, 0.05704, -0.01207, 0.98876)	(0.06, 1.71, 0.42)	(0.13769, 0.05704, -0.01207, 0.98876)	(0.00, 1.33, 0.45)	(0.22702, -0.24168, 0.08315, -0.93975)	(0.11, 1.28, 0.53)	(-0.22697, 0.08408, 0.26355, -0.93379)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Right Lung	(-0.66, 1.42, 2.30),(-0.66, 1.62, 2.30),(0.74, 1.62, 2.30),(0.74, 1.42, 2.30)	
19.92099	1	(0.03, 1.71, 0.42)	(0.13895, 0.05384, -0.01281, 0.98875)	(0.00, 1.71, 0.43)	(0.13895, 0.05384, -0.01281, 0.98875)	(0.06, 1.71, 0.42)	(0.13895, 0.05384, -0.01281, 0.98875)	(0.00, 1.33, 0.46)	(0.22753, -0.24391, 0.08409, -0.93897)	(0.11, 1.28, 0.53)	(-0.23124, 0.07927, 0.26529, -0.93267)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Right Lung	(-0.66, 1.42, 2.30),(-0.66, 1.62, 2.30),(0.74, 1.62, 2.30),(0.74, 1.42, 2.30)	
19.94277	1	(0.03, 1.71, 0.42)	(0.14126, 0.05106, -0.01308, 0.98857)	(0.00, 1.71, 0.43)	(0.14126, 0.05106, -0.01308, 0.98857)	(0.06, 1.71, 0.42)	(0.14126, 0.05106, -0.01308, 0.98857)	(0.00, 1.33, 0.46)	(0.22774, -0.24428, 0.08405, -0.93883)	(0.11, 1.27, 0.53)	(-0.23174, 0.07719, 0.26760, -0.93205)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Right Lung	(-0.66, 1.42, 2.30),(-0.66, 1.62, 2.30),(0.74, 1.62, 2.30),(0.74, 1.42, 2.30)	
19.96459	1	(0.03, 1.71, 0.42)	(0.14324, 0.04908, -0.01328, 0.98838)	(0.00, 1.71, 0.43)	(0.14324, 0.04908, -0.01328, 0.98838)	(0.06, 1.71, 0.42)	(0.14324, 0.04908, -0.01328, 0.98838)	(0.00, 1.33, 0.46)	(0.22800, -0.24449, 0.08429, -0.93869)	(0.11, 1.27, 0.53)	(-0.22947, 0.07200, 0.26804, -0.93291)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Right Lung	(-0.66, 1.42, 2.30),(-0.66, 1.62, 2.30),(0.74, 1.62, 2.30),(0.74, 1.42, 2.30)	
19.9865	1	(0.03, 1.71, 0.42)	(0.14534, 0.04661, -0.01320, 0.98819)	(0.00, 1.71, 0.43)	(0.14534, 0.04661, -0.01320, 0.98819)	(0.06, 1.71, 0.42)	(0.14534, 0.04661, -0.01320, 0.98819)	(0.00, 1.33, 0.46)	(0.22831, -0.24468, 0.08434, -0.93856)	(0.11, 1.27, 0.53)	(-0.22645, 0.06819, 0.26798, -0.93395)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Right Lung	(-0.66, 1.42, 2.30),(-0.66, 1.62, 2.30),(0.74, 1.62, 2.30),(0.74, 1.42, 2.30)	
19.99746	1	(0.03, 1.71, 0.43)	(0.14627, 0.04577, -0.01328, 0.98810)	(0.00, 1.71, 0.43)	(0.14627, 0.04577, -0.01328, 0.98810)	(0.06, 1.71, 0.42)	(0.14627, 0.04577, -0.01328, 0.98810)	(0.00, 1.33, 0.46)	(0.22840, -0.24472, 0.08428, -0.93853)	(0.11, 1.28, 0.53)	(-0.22452, 0.06714, 0.26719, -0.93471)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Right Lung	(-0.66, 1.42, 2.30),(-0.66, 1.62, 2.30),(0.74, 1.62, 2.30),(0.74, 1.42, 2.30)	
20.01938	1	(0.03, 1.71, 0.43)	(0.14750, 0.04501, -0.01310, 0.98795)	(0.00, 1.71, 0.43)	(0.14750, 0.04501, -0.01310, 0.98795)	(0.06, 1.71, 0.42)	(0.14750, 0.04501, -0.01310, 0.98795)	(0.00, 1.33, 0.46)	(0.22853, -0.24484, 0.08419, -0.93848)	(0.11, 1.28, 0.53)	(-0.22235, 0.06704, 0.26550, -0.93572)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Right Lung	(-0.66, 1.42, 2.30),(-0.66, 1.62, 2.30),(0.74, 1.62, 2.30),(0.74, 1.42, 2.30)	
20.04136	1	(0.03, 1.71, 0.43)	(0.14935, 0.04370, -0.01310, 0.98773)	(0.00, 1.71, 0.43)	(0.14935, 0.04370, -0.01310, 0.98773)	(0.06, 1.71, 0.42)	(0.14935, 0.04370, -0.01310, 0.98773)	(0.00, 1.33, 0.46)	(0.22855, -0.24501, 0.08407, -0.93844)	(0.11, 1.28, 0.53)	(-0.21902, 0.06528, 0.26510, -0.93675)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Right Lung	(-0.66, 1.42, 2.30),(-0.66, 1.62, 2.30),(0.74, 1.62, 2.30),(0.74, 1.42, 2.30)	
20.06334	1	(0.03, 1.71, 0.43)	(0.15148, 0.04224, -0.01319, 0.98747)	(0.00, 1.71, 0.43)	(0.15148, 0.04224, -0.01319, 0.98747)	(0.06, 1.71, 0.42)	(0.15148, 0.04224, -0.01319, 0.98747)	(0.00, 1.33, 0.46)	(0.22852, -0.24515, 0.08405, -0.93841)	(0.11, 1.28, 0.53)	(-0.21630, 0.06198, 0.26520, -0.93757)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Right Lung	(-0.66, 1.42, 2.30),(-0.66, 1.62, 2.30),(0.74, 1.62, 2.30),(0.74, 1.42, 2.30)	
20.08544	1	(0.03, 1.71, 0.43)	(0.15284, 0.04151, -0.01297, 0.98729)	(0.00, 1.71, 0.43)	(0.15284, 0.04151, -0.01297, 0.98729)	(0.06, 1.71, 0.42)	(0.15284, 0.04151, -0.01297, 0.98729)	(0.00, 1.33, 0.46)	(0.22821, -0.24516, 0.08419, -0.93847)	(0.12, 1.28, 0.53)	(-0.21363, 0.05831, 0.26419, -0.93870)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Right Lung	(-0.66, 1.42, 2.30),(-0.66, 1.62, 2.30),(0.74, 1.62, 2.30),(0.74, 1.42, 2.30)	
20.10754	1	(0.03, 1.71, 0.43)	(0.15478, 0.04064, -0.01330, 0.98702)	(0.00, 1.71, 0.43)	(0.15478, 0.04064, -0.01330, 0.98702)	(0.06, 1.71, 0.43)	(0.15478, 0.04064, -0.01330, 0.98702)	(0.00, 1.33, 0.46)	(0.22762, -0.24517, 0.08459, -0.93858)	(0.12, 1.28, 0.53)	(-0.21108, 0.05424, 0.26126, -0.94034)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Right Lung	(-0.66, 1.42, 2.30),(-0.66, 1.62, 2.30),(0.74, 1.62, 2.30),(0.74, 1.42, 2.30)	
20.1186	1	(0.03, 1.71, 0.43)	(0.15554, 0.04028, -0.01338, 0.98692)	(0.00, 1.71, 0.43)	(0.15554, 0.04028, -0.01338, 0.98692)	(0.06, 1.71, 0.43)	(0.15554, 0.04028, -0.01338, 0.98692)	(0.00, 1.33, 0.46)	(0.22720, -0.24520, 0.08489, -0.93864)	(0.12, 1.28, 0.54)	(-0.20978, 0.05138, 0.25903, -0.94141)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Right Lung	(-0.66, 1.42, 2.30),(-0.66, 1.62, 2.30),(0.74, 1.62, 2.30),(0.74, 1.42, 2.30)	
20.14075	1	(0.03, 1.71, 0.43)	(0.15663, 0.03976, -0.01321, 0.98677)	(0.00, 1.71, 0.43)	(0.15663, 0.03976, -0.01321, 0.98677)	(0.06, 1.71, 0.43)	(0.15663, 0.03976, -0.01321, 0.98677)	(0.00, 1.33, 0.46)	(0.22667, -0.24514, 0.08517, -0.93876)	(0.12, 1.28, 0.54)	(-0.20663, 0.04525, 0.25561, -0.94336)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Right Lung	(-0.66, 1.42, 2.30),(-0.66, 1.62, 2.30),(0.74, 1.62, 2.30),(0.74, 1.42, 2.30)	
20.16275	1	(0.03, 1.71, 0.43)	(0.15722, 0.03874, -0.01287, 0.98672)	(0.00, 1.71, 0.43)	(0.15722, 0.03874, -0.01287, 0.98672)	(0.06, 1.71, 0.43)	(0.15722, 0.03874, -0.01287, 0.98672)	(0.00, 1.33, 0.46)	(0.22603, -0.24477, 0.08540, -0.93899)	(0.12, 1.28, 0.54)	(-0.20332, 0.03659, 0.25405, -0.94487)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Right Lung	(-0.66, 1.42, 2.30),(-0.66, 1.62, 2.30),(0.74, 1.62, 2.30),(0.74, 1.42, 2.30)	
20.18497	1	(0.03, 1.71, 0.43)	(0.15739, 0.03775, -0.01241, 0.98674)	(0.00, 1.71, 0.43)	(0.15739, 0.03775, -0.01241, 0.98674)	(0.06, 1.71, 0.43)	(0.15739, 0.03775, -0.01241, 0.98674)	(0.00, 1.33, 0.46)	(0.22539, -0.24424, 0.08534, -0.93929)	(0.13, 1.28, 0.54)	(-0.20017, 0.02691, 0.25386, -0.94592)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Right Lung	(-0.66, 1.42, 2.30),(-0.66, 1.62, 2.30),(0.74, 1.62, 2.30),(0.74, 1.42, 2.30)	
20.2071	1	(0.03, 1.71, 0.43)	(0.15792, 0.03634, -0.01224, 0.98671)	(0.00, 1.71, 0.43)	(0.15792, 0.03634, -0.01224, 0.98671)	(0.06, 1.71, 0.43)	(0.15792, 0.03634, -0.01224, 0.98671)	(0.00, 1.33, 0.46)	(0.22492, -0.24395, 0.08515, -0.93949)	(0.13, 1.28, 0.54)	(-0.19578, 0.01799, 0.25380, -0.94706)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
20.21824	1	(0.03, 1.71, 0.43)	(0.15840, 0.03608, -0.01199, 0.98664)	(0.00, 1.71, 0.43)	(0.15840, 0.03608, -0.01199, 0.98664)	(0.06, 1.71, 0.43)	(0.15840, 0.03608, -0.01199, 0.98664)	(0.00, 1.33, 0.46)	(0.22483, -0.24379, 0.08503, -0.93957)	(0.13, 1.28, 0.54)	(-0.19332, 0.01422, 0.25346, -0.94772)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
20.24042	1	(0.03, 1.71, 0.43)	(0.15878, 0.03484, -0.01186, 0.98663)	(0.00, 1.71, 0.43)	(0.15878, 0.03484, -0.01186, 0.98663)	(0.06, 1.71, 0.43)	(0.15878, 0.03484, -0.01186, 0.98663)	(0.00, 1.33, 0.46)	(0.22477, -0.24338, 0.08489, -0.93970)	(0.13, 1.28, 0.54)	(-0.18901, 0.00941, 0.25257, -0.94889)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
20.26271	1	(0.03, 1.71, 0.43)	(0.15897, 0.03341, -0.01114, 0.98666)	(0.00, 1.71, 0.43)	(0.15897, 0.03341, -0.01114, 0.98666)	(0.06, 1.71, 0.43)	(0.15897, 0.03341, -0.01114, 0.98666)	(0.00, 1.33, 0.46)	(0.22487, -0.24321, 0.08484, -0.93973)	(0.14, 1.28, 0.54)	(-0.18259, 0.00449, 0.25217, -0.95029)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
20.28505	1	(0.03, 1.71, 0.43)	(0.15897, 0.03200, -0.01071, 0.98671)	(0.00, 1.71, 0.43)	(0.15897, 0.03200, -0.01071, 0.98671)	(0.06, 1.71, 0.43)	(0.15897, 0.03200, -0.01071, 0.98671)	(0.00, 1.33, 0.46)	(0.22512, -0.24298, 0.08482, -0.93973)	(0.14, 1.29, 0.54)	(-0.17510, -0.00156, 0.25331, -0.95140)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
20.3073	1	(0.03, 1.71, 0.43)	(0.15971, 0.03051, -0.01057, 0.98664)	(0.00, 1.71, 0.43)	(0.15971, 0.03051, -0.01057, 0.98664)	(0.06, 1.71, 0.43)	(0.15971, 0.03051, -0.01057, 0.98664)	(0.00, 1.33, 0.46)	(0.22528, -0.24256, 0.08457, -0.93982)	(0.14, 1.29, 0.54)	(-0.16991, -0.00767, 0.25203, -0.95266)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.31829	1	(0.03, 1.71, 0.43)	(0.15987, 0.02974, -0.01036, 0.98664)	(0.00, 1.71, 0.43)	(0.15987, 0.02974, -0.01036, 0.98664)	(0.06, 1.71, 0.43)	(0.15987, 0.02974, -0.01036, 0.98664)	(0.00, 1.33, 0.46)	(0.22517, -0.24231, 0.08434, -0.93993)	(0.14, 1.29, 0.55)	(-0.16816, -0.01224, 0.24991, -0.95348)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.34053	1	(0.03, 1.71, 0.43)	(0.16089, 0.02772, -0.00993, 0.98653)	(0.00, 1.71, 0.43)	(0.16089, 0.02772, -0.00993, 0.98653)	(0.06, 1.71, 0.43)	(0.16089, 0.02772, -0.00993, 0.98653)	(0.00, 1.33, 0.46)	(0.22483, -0.24191, 0.08417, -0.94013)	(0.15, 1.29, 0.55)	(-0.16458, -0.01866, 0.24603, -0.95500)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.36272	1	(0.03, 1.71, 0.43)	(0.16168, 0.02581, -0.01012, 0.98645)	(0.00, 1.71, 0.44)	(0.16168, 0.02581, -0.01012, 0.98645)	(0.06, 1.71, 0.43)	(0.16168, 0.02581, -0.01012, 0.98645)	(0.00, 1.33, 0.46)	(0.22475, -0.24163, 0.08426, -0.94021)	(0.15, 1.29, 0.55)	(-0.16107, -0.02170, 0.24500, -0.95580)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.38502	1	(0.03, 1.71, 0.43)	(0.16176, 0.02444, -0.00961, 0.98648)	(0.00, 1.71, 0.44)	(0.16176, 0.02444, -0.00961, 0.98648)	(0.06, 1.71, 0.43)	(0.16176, 0.02444, -0.00961, 0.98648)	(0.00, 1.33, 0.46)	(0.22451, -0.24144, 0.08441, -0.94031)	(0.15, 1.29, 0.55)	(-0.15898, -0.02003, 0.24663, -0.95577)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.4073	1	(0.03, 1.71, 0.43)	(0.16213, 0.02286, -0.00931, 0.98646)	(0.00, 1.71, 0.44)	(0.16213, 0.02286, -0.00931, 0.98646)	(0.06, 1.71, 0.43)	(0.16213, 0.02286, -0.00931, 0.98646)	(0.00, 1.33, 0.46)	(0.22437, -0.24132, 0.08473, -0.94034)	(0.15, 1.29, 0.55)	(-0.15872, -0.01820, 0.24812, -0.95547)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.41849	1	(0.03, 1.71, 0.43)	(0.16219, 0.02216, -0.00924, 0.98647)	(0.00, 1.71, 0.44)	(0.16219, 0.02216, -0.00924, 0.98647)	(0.06, 1.71, 0.43)	(0.16219, 0.02216, -0.00924, 0.98647)	(0.00, 1.33, 0.46)	(0.22431, -0.24130, 0.08492, -0.94034)	(0.15, 1.29, 0.55)	(-0.15833, -0.01782, 0.24862, -0.95541)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
20.44079	1	(0.03, 1.71, 0.43)	(0.16237, 0.02061, -0.00887, 0.98647)	(-0.01, 1.71, 0.44)	(0.16237, 0.02061, -0.00887, 0.98647)	(0.06, 1.71, 0.43)	(0.16237, 0.02061, -0.00887, 0.98647)	(0.00, 1.33, 0.46)	(0.22425, -0.24119, 0.08519, -0.94036)	(0.15, 1.29, 0.55)	(-0.15746, -0.01912, 0.24656, -0.95606)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)			Lungs	(0.96, 1.12, 2.38)	(0.37, 0.76, 0.17)	Left Lung	(0.93, 1.77, 2.51),(0.93, 1.97, 2.51),(2.33, 1.97, 2.51),(2.33, 1.77, 2.51)	
