Time	Headset_on	CE_Pos	CE_Rot	LE_Pos	LE_Rot	RE_Pos	RE_Rot	LH_Pos	LH_Rot	RH_Pos	RH_Rot	Menu_Exists	Menu_Bounds	Menu_SM_Bounds	Menu_Page_Viewed	Menu_Panel_Viewed	Model_Name	Model_Centre	Model_Size	Preview_Name	Preview_Corners	
7.406432	1	(0.04, 1.72, 0.39)	(0.09797, 0.12773, -0.05152, 0.98561)	(0.01, 1.73, 0.39)	(0.09797, 0.12773, -0.05152, 0.98561)	(0.07, 1.72, 0.38)	(0.09797, 0.12773, -0.05152, 0.98561)	(-0.02, 1.34, 0.51)	(-0.01795, -0.22086, -0.05015, -0.97385)	(0.26, 1.27, 0.49)	(-0.04780, -0.17916, 0.46726, -0.86446)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.417539	1	(0.04, 1.72, 0.39)	(0.09664, 0.12921, -0.05192, 0.98553)	(0.01, 1.73, 0.39)	(0.09664, 0.12921, -0.05192, 0.98553)	(0.07, 1.72, 0.38)	(0.09664, 0.12921, -0.05192, 0.98553)	(-0.02, 1.34, 0.51)	(-0.01223, -0.22134, -0.04946, -0.97387)	(0.26, 1.27, 0.49)	(-0.04762, -0.17918, 0.46686, -0.86468)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.43981	1	(0.04, 1.73, 0.39)	(0.09395, 0.13157, -0.05225, 0.98546)	(0.01, 1.73, 0.39)	(0.09395, 0.13157, -0.05225, 0.98546)	(0.07, 1.72, 0.38)	(0.09395, 0.13157, -0.05225, 0.98546)	(-0.02, 1.35, 0.51)	(-0.00404, -0.21968, -0.04312, -0.97461)	(0.26, 1.27, 0.49)	(-0.04708, -0.17927, 0.46595, -0.86518)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.462068	1	(0.04, 1.73, 0.39)	(0.09138, 0.13416, -0.05263, 0.98533)	(0.02, 1.73, 0.39)	(0.09138, 0.13416, -0.05263, 0.98533)	(0.07, 1.72, 0.38)	(0.09138, 0.13416, -0.05263, 0.98533)	(-0.02, 1.35, 0.51)	(0.00416, -0.21782, -0.03885, -0.97521)	(0.26, 1.27, 0.49)	(-0.04682, -0.17926, 0.46606, -0.86514)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.48425	1	(0.05, 1.73, 0.39)	(0.08957, 0.13649, -0.05256, 0.98518)	(0.02, 1.73, 0.39)	(0.08957, 0.13649, -0.05256, 0.98518)	(0.07, 1.72, 0.38)	(0.08957, 0.13649, -0.05256, 0.98518)	(-0.02, 1.36, 0.51)	(0.00710, -0.22154, -0.04060, -0.97428)	(0.26, 1.27, 0.49)	(-0.04611, -0.17906, 0.46704, -0.86469)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.506517	1	(0.05, 1.73, 0.39)	(0.08791, 0.13836, -0.05276, 0.98506)	(0.02, 1.73, 0.39)	(0.08791, 0.13836, -0.05276, 0.98506)	(0.08, 1.72, 0.38)	(0.08791, 0.13836, -0.05276, 0.98506)	(-0.02, 1.36, 0.51)	(0.00602, -0.22656, -0.04761, -0.97281)	(0.26, 1.27, 0.49)	(-0.04496, -0.17830, 0.46758, -0.86461)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.517644	1	(0.05, 1.73, 0.39)	(0.08717, 0.13950, -0.05267, 0.98497)	(0.02, 1.73, 0.39)	(0.08717, 0.13950, -0.05267, 0.98497)	(0.08, 1.72, 0.38)	(0.08717, 0.13950, -0.05267, 0.98497)	(-0.02, 1.36, 0.51)	(0.00480, -0.22852, -0.05182, -0.97215)	(0.26, 1.27, 0.49)	(-0.04461, -0.17831, 0.46718, -0.86484)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.539927	1	(0.05, 1.73, 0.39)	(0.08565, 0.14138, -0.05258, 0.98484)	(0.02, 1.73, 0.39)	(0.08565, 0.14138, -0.05258, 0.98484)	(0.08, 1.72, 0.38)	(0.08565, 0.14138, -0.05258, 0.98484)	(-0.02, 1.36, 0.51)	(0.00524, -0.22978, -0.05810, -0.97149)	(0.26, 1.27, 0.49)	(-0.04373, -0.17836, 0.46660, -0.86519)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.562168	1	(0.05, 1.73, 0.39)	(0.08465, 0.14331, -0.05318, 0.98462)	(0.02, 1.73, 0.39)	(0.08465, 0.14331, -0.05318, 0.98462)	(0.08, 1.72, 0.38)	(0.08465, 0.14331, -0.05318, 0.98462)	(-0.02, 1.36, 0.51)	(0.00889, -0.23021, -0.05321, -0.97164)	(0.26, 1.27, 0.50)	(-0.04307, -0.17844, 0.46688, -0.86506)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.584384	1	(0.05, 1.73, 0.39)	(0.08316, 0.14564, -0.05302, 0.98441)	(0.02, 1.73, 0.39)	(0.08316, 0.14564, -0.05302, 0.98441)	(0.08, 1.73, 0.38)	(0.08316, 0.14564, -0.05302, 0.98441)	(-0.01, 1.36, 0.51)	(0.01235, -0.22871, -0.04590, -0.97233)	(0.26, 1.27, 0.50)	(-0.04271, -0.17848, 0.46764, -0.86466)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.606652	1	(0.05, 1.73, 0.39)	(0.08158, 0.14752, -0.05281, 0.98427)	(0.02, 1.73, 0.39)	(0.08158, 0.14752, -0.05281, 0.98427)	(0.08, 1.73, 0.38)	(0.08158, 0.14752, -0.05281, 0.98427)	(-0.01, 1.36, 0.51)	(0.01349, -0.22954, -0.04701, -0.97207)	(0.26, 1.27, 0.50)	(-0.04233, -0.17847, 0.46790, -0.86454)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.617774	1	(0.05, 1.73, 0.39)	(0.08075, 0.14834, -0.05268, 0.98422)	(0.02, 1.73, 0.39)	(0.08075, 0.14834, -0.05268, 0.98422)	(0.08, 1.73, 0.38)	(0.08075, 0.14834, -0.05268, 0.98422)	(-0.01, 1.36, 0.51)	(0.01277, -0.22971, -0.04889, -0.97195)	(0.26, 1.27, 0.50)	(-0.04217, -0.17845, 0.46791, -0.86454)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.640027	1	(0.05, 1.73, 0.39)	(0.07962, 0.14976, -0.05285, 0.98409)	(0.02, 1.73, 0.39)	(0.07962, 0.14976, -0.05285, 0.98409)	(0.08, 1.73, 0.38)	(0.07962, 0.14976, -0.05285, 0.98409)	(-0.01, 1.36, 0.51)	(0.01129, -0.23049, -0.05382, -0.97152)	(0.26, 1.27, 0.50)	(-0.04183, -0.17852, 0.46765, -0.86469)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.662275	1	(0.05, 1.73, 0.39)	(0.07862, 0.15109, -0.05291, 0.98397)	(0.02, 1.73, 0.40)	(0.07862, 0.15109, -0.05291, 0.98397)	(0.08, 1.73, 0.38)	(0.07862, 0.15109, -0.05291, 0.98397)	(-0.01, 1.36, 0.51)	(0.01105, -0.23017, -0.05395, -0.97159)	(0.26, 1.27, 0.50)	(-0.04179, -0.17881, 0.46751, -0.86471)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.684512	1	(0.05, 1.73, 0.39)	(0.07713, 0.15240, -0.05332, 0.98386)	(0.03, 1.73, 0.40)	(0.07713, 0.15240, -0.05332, 0.98386)	(0.08, 1.73, 0.38)	(0.07713, 0.15240, -0.05332, 0.98386)	(-0.01, 1.36, 0.51)	(0.01293, -0.22839, -0.05134, -0.97213)	(0.26, 1.27, 0.50)	(-0.04170, -0.17931, 0.46778, -0.86446)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.706794	1	(0.05, 1.73, 0.39)	(0.07567, 0.15371, -0.05384, 0.98374)	(0.03, 1.73, 0.40)	(0.07567, 0.15371, -0.05384, 0.98374)	(0.08, 1.73, 0.38)	(0.07567, 0.15371, -0.05384, 0.98374)	(-0.01, 1.36, 0.51)	(0.01609, -0.23063, -0.04987, -0.97163)	(0.26, 1.27, 0.50)	(-0.04197, -0.18017, 0.46788, -0.86421)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.717972	1	(0.06, 1.73, 0.39)	(0.07491, 0.15448, -0.05417, 0.98366)	(0.03, 1.73, 0.40)	(0.07491, 0.15448, -0.05417, 0.98366)	(0.08, 1.73, 0.38)	(0.07491, 0.15448, -0.05417, 0.98366)	(-0.01, 1.36, 0.51)	(0.01758, -0.23252, -0.04863, -0.97122)	(0.26, 1.27, 0.50)	(-0.04210, -0.18050, 0.46791, -0.86412)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.740169	1	(0.06, 1.73, 0.39)	(0.07345, 0.15589, -0.05471, 0.98352)	(0.03, 1.73, 0.40)	(0.07345, 0.15589, -0.05471, 0.98352)	(0.08, 1.73, 0.38)	(0.07345, 0.15589, -0.05471, 0.98352)	(-0.01, 1.36, 0.51)	(0.01898, -0.23464, -0.04762, -0.97073)	(0.26, 1.27, 0.50)	(-0.04227, -0.18103, 0.46778, -0.86407)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.762437	1	(0.06, 1.73, 0.39)	(0.07216, 0.15696, -0.05517, 0.98342)	(0.03, 1.73, 0.40)	(0.07216, 0.15696, -0.05517, 0.98342)	(0.09, 1.73, 0.38)	(0.07216, 0.15696, -0.05517, 0.98342)	(-0.01, 1.36, 0.51)	(0.01870, -0.23655, -0.04807, -0.97025)	(0.26, 1.27, 0.50)	(-0.04225, -0.18150, 0.46770, -0.86402)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.784681	1	(0.06, 1.73, 0.39)	(0.07095, 0.15781, -0.05567, 0.98334)	(0.03, 1.73, 0.40)	(0.07095, 0.15781, -0.05567, 0.98334)	(0.09, 1.73, 0.38)	(0.07095, 0.15781, -0.05567, 0.98334)	(-0.01, 1.36, 0.51)	(0.01823, -0.23642, -0.04726, -0.97033)	(0.26, 1.27, 0.50)	(-0.04236, -0.18198, 0.46768, -0.86392)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.806931	1	(0.06, 1.73, 0.39)	(0.06935, 0.15892, -0.05622, 0.98325)	(0.03, 1.73, 0.40)	(0.06935, 0.15892, -0.05622, 0.98325)	(0.09, 1.73, 0.38)	(0.06935, 0.15892, -0.05622, 0.98325)	(-0.01, 1.36, 0.51)	(0.01802, -0.23419, -0.04714, -0.97088)	(0.26, 1.27, 0.50)	(-0.04236, -0.18215, 0.46781, -0.86382)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.818073	1	(0.06, 1.73, 0.39)	(0.06903, 0.15925, -0.05664, 0.98319)	(0.03, 1.73, 0.40)	(0.06903, 0.15925, -0.05664, 0.98319)	(0.09, 1.73, 0.38)	(0.06903, 0.15925, -0.05664, 0.98319)	(-0.01, 1.36, 0.51)	(0.01791, -0.23252, -0.04751, -0.97127)	(0.26, 1.27, 0.50)	(-0.04228, -0.18214, 0.46789, -0.86378)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.840283	1	(0.06, 1.73, 0.39)	(0.06859, 0.15995, -0.05774, 0.98305)	(0.03, 1.73, 0.40)	(0.06859, 0.15995, -0.05774, 0.98305)	(0.09, 1.73, 0.38)	(0.06859, 0.15995, -0.05774, 0.98305)	(-0.01, 1.36, 0.51)	(0.01778, -0.23204, -0.04911, -0.97130)	(0.26, 1.27, 0.50)	(-0.04207, -0.18213, 0.46785, -0.86381)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.862519	1	(0.06, 1.73, 0.39)	(0.06851, 0.16079, -0.05869, 0.98286)	(0.03, 1.73, 0.40)	(0.06851, 0.16079, -0.05869, 0.98286)	(0.09, 1.73, 0.38)	(0.06851, 0.16079, -0.05869, 0.98286)	(-0.01, 1.36, 0.51)	(0.01739, -0.23285, -0.04870, -0.97114)	(0.27, 1.27, 0.50)	(-0.04195, -0.18217, 0.46776, -0.86386)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.884723	1	(0.06, 1.73, 0.39)	(0.06831, 0.16136, -0.05948, 0.98273)	(0.03, 1.73, 0.40)	(0.06831, 0.16136, -0.05948, 0.98273)	(0.09, 1.73, 0.38)	(0.06831, 0.16136, -0.05948, 0.98273)	(-0.01, 1.36, 0.51)	(0.01640, -0.23257, -0.04715, -0.97130)	(0.27, 1.27, 0.50)	(-0.04190, -0.18214, 0.46816, -0.86366)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Animal Cell	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.906985	1	(0.06, 1.73, 0.39)	(0.06822, 0.16191, -0.05999, 0.98262)	(0.03, 1.73, 0.40)	(0.06822, 0.16191, -0.05999, 0.98262)	(0.09, 1.73, 0.38)	(0.06822, 0.16191, -0.05999, 0.98262)	(-0.01, 1.36, 0.51)	(0.01536, -0.23187, -0.04693, -0.97149)	(0.27, 1.27, 0.50)	(-0.04159, -0.18179, 0.46880, -0.86340)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Gastrointestinal System	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.917758	1	(0.06, 1.73, 0.39)	(0.06806, 0.16193, -0.05998, 0.98262)	(0.03, 1.73, 0.40)	(0.06806, 0.16193, -0.05998, 0.98262)	(0.09, 1.73, 0.38)	(0.06806, 0.16193, -0.05998, 0.98262)	(-0.01, 1.36, 0.51)	(0.01452, -0.23119, -0.04750, -0.97164)	(0.27, 1.27, 0.50)	(-0.04143, -0.18156, 0.46883, -0.86343)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Gastrointestinal System	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.940028	1	(0.06, 1.73, 0.39)	(0.06824, 0.16287, -0.06056, 0.98242)	(0.03, 1.73, 0.40)	(0.06824, 0.16287, -0.06056, 0.98242)	(0.09, 1.73, 0.38)	(0.06824, 0.16287, -0.06056, 0.98242)	(-0.01, 1.36, 0.52)	(0.01282, -0.23118, -0.04898, -0.97159)	(0.27, 1.27, 0.50)	(-0.04094, -0.18088, 0.46845, -0.86380)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Gastrointestinal System	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.962403	1	(0.06, 1.73, 0.39)	(0.06800, 0.16353, -0.06122, 0.98229)	(0.04, 1.73, 0.40)	(0.06800, 0.16353, -0.06122, 0.98229)	(0.09, 1.73, 0.38)	(0.06800, 0.16353, -0.06122, 0.98229)	(-0.01, 1.36, 0.52)	(0.01178, -0.23210, -0.04919, -0.97138)	(0.27, 1.27, 0.50)	(-0.04066, -0.18010, 0.46839, -0.86402)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Gastrointestinal System	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
7.984753	1	(0.06, 1.73, 0.39)	(0.06839, 0.16430, -0.06137, 0.98212)	(0.04, 1.73, 0.40)	(0.06839, 0.16430, -0.06137, 0.98212)	(0.09, 1.73, 0.38)	(0.06839, 0.16430, -0.06137, 0.98212)	(-0.01, 1.36, 0.52)	(0.01156, -0.23280, -0.04898, -0.97122)	(0.27, 1.27, 0.50)	(-0.04052, -0.17934, 0.46876, -0.86398)	1,1,0,0	(-0.08, 1.22, 2.05),(-0.13, 1.98, 2.31),(0.86, 1.98, 2.47),(0.90, 1.22, 2.21)	(0.91, 0.98, 2.15),(0.86, 1.92, 2.48),(2.42, 2.10, 2.21),(2.48, 1.16, 1.88)	Gastrointestinal System	summary		(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
